Data info
File name: C:\DEWESoft7\Data\Test_kastor_choco_2.d7d
Start time: 20/01/1980 07:28:21.614
Number of channels: 3
Sample rate: 5000
Store type: Toujours rapide


Data1

Time [s]	AI 0 [V]	AI 1 [V]	AI 2 [V]	
0,1148	0,92368698	1,5811379	1,6263258
0,115	0,92337942	1,5811141	1,626265
0,1152	0,92322683	1,5817566	1,626128
0,1154	0,92333651	1,5826054	1,6260302
0,1156	0,92354155	1,5830953	1,625669
0,1158	0,92384553	1,5833981	1,6249037
0,116	0,92411852	1,5838058	1,6243374
0,1162	0,92429137	1,5841265	1,6238022
0,1164	0,92453456	1,5845485	1,6235268
0,1166	0,92458582	1,5850265	1,6230702
0,1168	0,92470741	1,5854437	1,6226721
0,117	0,92485046	1,5858657	1,6224682
0,1172	0,92486238	1,586376	1,6219544
0,1174	0,92492557	1,5868969	1,6215909
0,1176	0,92552161	1,5873821	1,6212344
0,1178	0,92614985	1,5873487	1,620959
0,118	0,92664337	1,5871091	1,6206837
0,1182	0,92707372	1,5870626	1,6203213
0,1184	0,92727518	1,5868063	1,6199076
0,1186	0,92731929	1,5868421	1,6195178
0,1188	0,92755055	1,5870054	1,619333
0,119	0,92784858	1,5870543	1,6190267
0,1192	0,92818236	1,5869863	1,6187382
0,1194	0,92857456	1,5871925	1,6182935
0,1196	0,928931	1,5873427	1,6176462
0,1198	0,92896676	1,587512	1,6171265
0,12	0,92861152	1,5873892	1,6168737
0,1202	0,92763042	1,5874691	1,6171718
0,1204	0,92655277	1,5878386	1,617943
0,1206	0,92581606	1,5881391	1,6187227
0,1208	0,92504954	1,5879114	1,6192949
0,121	0,92448092	1,5875537	1,6199517
0,1212	0,92399573	1,5873058	1,6206431
0,1214	0,92353678	1,5871758	1,6211498
0,1216	0,92303491	1,5869565	1,6215682
0,1218	0,92265344	1,586935	1,6219532
0,122	0,92230535	1,5867777	1,6223085
0,1222	0,92197275	1,5868909	1,6227865
0,1224	0,92147923	1,5869124	1,6231215
0,1226	0,92129326	1,5871913	1,6235781
0,1228	0,92159486	1,5871496	1,6238773
0,123	0,92191434	1,5867014	1,6240346
0,1232	0,92215633	1,5863318	1,6243744
0,1234	0,92225289	1,5859921	1,6246951
0,1236	0,92225647	1,5856774	1,6250622
0,1238	0,92239594	1,5854998	1,6256332
0,124	0,92249966	1,5850027	1,6262019
0,1242	0,92241502	1,5847404	1,6266835
0,1244	0,92251396	1,5844138	1,6269624
0,1246	0,92301226	1,5839727	1,6273034
0,1248	0,92370486	1,5833611	1,6275179
0,125	0,92456913	1,5827246	1,6273606
0,1252	0,92506623	1,5820224	1,6271234
0,1254	0,92503881	1,5816708	1,6272271
0,1256	0,92501259	1,5817864	1,6272128
0,1258	0,92508531	1,5816696	1,6270375
0,126	0,92521286	1,5816934	1,6265333
0,1262	0,92537737	1,5816553	1,6260087
0,1264	0,92542982	1,5820844	1,6253757
0,1266	0,92538929	1,582684	1,6248763
0,1268	0,92531061	1,583379	1,6242039
0,127	0,92534995	1,5838368	1,6235936
0,1272	0,92539048	1,5844412	1,6229951
0,1274	0,92539167	1,5849752	1,6225719
0,1276	0,92521763	1,5856225	1,6221261
0,1278	0,92559671	1,586283	1,6217136
0,128	0,92611885	1,5864487	1,6211891
0,1282	0,92652893	1,5862687	1,6207528
0,1284	0,92707849	1,586122	1,6201544
0,1286	0,92725015	1,5858586	1,6194987
0,1288	0,92766142	1,5856595	1,6188717
0,129	0,92800593	1,5854712	1,6182482
0,1292	0,92793202	1,5854902	1,617893
0,1294	0,92771387	1,5853567	1,6176331
0,1296	0,92733121	1,5852673	1,6177666
0,1298	0,92699862	1,5851707	1,6181552
0,13	0,92658377	1,5849144	1,6184306
0,1302	0,92649794	1,5848215	1,618495
0,1304	0,92592812	1,5848346	1,6186726
0,1306	0,925071	1,5853722	1,6188526
0,1308	0,92430925	1,586122	1,6189384
0,131	0,92359638	1,5865297	1,6189241
0,1312	0,92319345	1,5870054	1,6189468
0,1314	0,92270947	1,5876217	1,6191828
0,1316	0,92239237	1,5883369	1,6195917
0,1318	0,92200017	1,5887935	1,6202772
0,132	0,92166162	1,5891535	1,6209257
0,1322	0,92135167	1,5890939	1,6217017
0,1324	0,9210608	1,5888853	1,6222179
0,1326	0,92062926	1,5888603	1,6226935
0,1328	0,92028594	1,5889056	1,6232073
0,133	0,92052794	1,588902	1,6238451
0,1332	0,92071033	1,5884037	1,6243935
0,1334	0,92094159	1,5877492	1,6249585
0,1336	0,92105961	1,5873344	1,6254544
0,1338	0,92154598	1,5867419	1,6258872
0,134	0,92210031	1,5863557	1,6262019
0,1342	0,92288709	1,5859301	1,6263282
0,1344	0,92364168	1,5855379	1,6260719
0,1346	0,92422581	1,5850492	1,6257846
0,1348	0,92479682	1,5843577	1,6256559
0,135	0,92533803	1,5838821	1,6254365
0,1352	0,92601395	1,583298	1,6253793
0,1354	0,92669463	1,5829034	1,6254425
0,1356	0,92655635	1,5824754	1,6251886
0,1358	0,92650747	1,5825672	1,6252816
0,136	0,92631078	1,5826221	1,6250813
0,1362	0,92610693	1,5826328	1,6249001
0,1364	0,92607713	1,5825422	1,624893
0,1366	0,92609501	1,5825863	1,6248012
0,1368	0,92598772	1,5825064	1,6248465
0,137	0,92581725	1,5823693	1,6247749
0,1372	0,9257338	1,58233	1,624527
0,1374	0,92560506	1,5823562	1,6239488
0,1376	0,92548227	1,5825434	1,623261
0,1378	0,92520571	1,5831203	1,6225898
0,138	0,92529631	1,5837021	1,621722
0,1382	0,92590308	1,5842123	1,6209352
0,1384	0,9262917	1,5839596	1,6201746
0,1386	0,92620826	1,5838165	1,6194618
0,1388	0,92600679	1,5840275	1,6191638
0,139	0,9256146	1,5840704	1,6191792
0,1392	0,92527127	1,5841742	1,6194594
0,1394	0,92493153	1,5841372	1,6195011
0,1396	0,92467999	1,5842016	1,6194654
0,1398	0,9244988	1,5841229	1,6195178
0,14	0,92431521	1,583919	1,6195929
0,1402	0,92431164	1,583782	1,6196191
0,1404	0,92430091	1,583596	1,6195488
0,1406	0,92417812	1,5833683	1,6197109
0,1408	0,92346764	1,5834589	1,619848
0,141	0,92280602	1,5839441	1,6198516
0,1412	0,92220283	1,5842671	1,6198707
0,1414	0,92171288	1,5844924	1,6199791
0,1416	0,92129683	1,5848191	1,6200686
0,1418	0,92100954	1,5851123	1,6201854
0,142	0,92084622	1,5856297	1,6203523
0,1422	0,92035389	1,5859933	1,620599
0,1424	0,92005229	1,5866752	1,6208529
0,1426	0,9197185	1,5873773	1,6209567
0,1428	0,91923928	1,5880497	1,6212761
0,143	0,91887331	1,5887434	1,6219771
0,1432	0,91941452	1,5894539	1,6226077
0,1434	0,92029428	1,5895827	1,6233885
0,1436	0,92124915	1,5890081	1,6237128
0,1438	0,92209673	1,5883811	1,6236651
0,144	0,92297292	1,5880473	1,6239178
0,1442	0,92368817	1,5876336	1,6239488
0,1444	0,92417693	1,5872188	1,6240025
0,1446	0,92471933	1,5868242	1,6241527
0,1448	0,92509365	1,5862758	1,6241443
0,145	0,92541432	1,5858467	1,6242516
0,1452	0,92584586	1,5852458	1,6242707
0,1454	0,92616773	1,5847571	1,6242516
0,1456	0,92681265	1,5843577	1,6243291
0,1458	0,92672682	1,5839906	1,6243351
0,146	0,92644191	1,5839083	1,6243577
0,1462	0,92605686	1,5841253	1,6243148
0,1464	0,92576122	1,5840585	1,6242957
0,1466	0,92570639	1,5840633	1,6241777
0,1468	0,92560744	1,5840216	1,6240239
0,147	0,92545366	1,5840359	1,62377
0,1472	0,92532253	1,5840573	1,6234803
0,1474	0,92538333	1,5840335	1,6232705
0,1476	0,92536426	1,5839834	1,6230226
0,1478	0,92510676	1,5840538	1,6227925
0,148	0,92440224	1,5840025	1,6225445
0,1482	0,92349029	1,5837975	1,6227138
0,1484	0,92309451	1,5835543	1,623162
0,1486	0,92275596	1,5827329	1,6232049
0,1488	0,92267609	1,5820379	1,62305
0,149	0,92253065	1,58184	1,6227722
0,1492	0,92250681	1,5817935	1,6224933
0,1494	0,92246628	1,5821238	1,6222715
0,1496	0,92251039	1,5823145	1,6220677
0,1498	0,92241979	1,5824194	1,6220033
0,15	0,92231607	1,5823371	1,6217756
0,1502	0,9222827	1,5823705	1,6217089
0,1504	0,92225647	1,5822632	1,6216576
0,1506	0,92232561	1,5823526	1,6216815
0,1508	0,92244005	1,5822108	1,6216862
0,151	0,92192149	1,5824206	1,6217768
0,1512	0,92133617	1,5829701	1,6218185
0,1514	0,92076874	1,5835173	1,621958
0,1516	0,9202323	1,5839548	1,6220331
0,1518	0,91990685	1,5843577	1,6222477
0,152	0,91950512	1,5849037	1,6224766
0,1522	0,9190414	1,585228	1,6227353
0,1524	0,91877794	1,585427	1,6230249
0,1526	0,91905093	1,5857763	1,623193
0,1528	0,91922855	1,5861745	1,6232598
0,153	0,91958737	1,5865965	1,623106
0,1532	0,91974235	1,5869446	1,6224813
0,1534	0,92015243	1,5876026	1,6221428
0,1536	0,92100477	1,5879054	1,621815
0,1538	0,92198229	1,5880771	1,6215491
0,154	0,92282271	1,5880651	1,6210008
0,1542	0,9232769	1,5881283	1,6206396
0,1544	0,92379189	1,5881784	1,6206205
0,1546	0,92428064	1,5881546	1,6209471
0,1548	0,92480159	1,5878875	1,6212165
0,155	0,92521405	1,5875716	1,6215038
0,1552	0,92571473	1,5869303	1,6217947
0,1554	0,92612839	1,586457	1,6221654
0,1556	0,92649198	1,5860755	1,6222966
0,1558	0,92707372	1,5856488	1,6225231
0,156	0,92731452	1,5851088	1,6224921
0,1562	0,92691278	1,5848167	1,6224754
0,1564	0,92660642	1,5849943	1,6224694
0,1566	0,92637396	1,584831	1,6224933
0,1568	0,92637873	1,5848489	1,6223156
0,157	0,92629647	1,5847857	1,6220999
0,1572	0,92606521	1,5847833	1,6220236
0,1574	0,92531657	1,584744	1,6220355
0,1576	0,92464423	1,5847738	1,6221428
0,1578	0,92390871	1,5846856	1,6226852
0,158	0,92313385	1,5846748	1,6229725
0,1582	0,92251396	1,5847726	1,6232121
0,1584	0,92162108	1,5846713	1,6234136
0,1586	0,92121816	1,5848191	1,6235745
0,1588	0,9213922	1,5846581	1,6238093
0,159	0,9215281	1,5839477	1,6241503
0,1592	0,92173553	1,5835209	1,6244638
0,1594	0,92179871	1,5831347	1,6246843
0,1596	0,92175698	1,5826256	1,6251194
0,1598	0,92194057	1,5820642	1,6255665
0,16	0,92217183	1,5814848	1,6256511
0,1602	0,92221355	1,5810604	1,625495
0,1604	0,92203593	1,580574	1,6251087
0,1606	0,9220717	1,580549	1,6249239
0,1608	0,92199659	1,5805943	1,6246223
0,161	0,92218137	1,5807028	1,62444
0,1612	0,92189527	1,5805705	1,6244173
0,1614	0,9212122	1,5808303	1,6243505
0,1616	0,92044449	1,5813012	1,624341
0,1618	0,91999745	1,5816386	1,6244042
0,162	0,92023826	1,5820653	1,6244841
0,1622	0,92058396	1,5823348	1,6244411
0,1624	0,92097497	1,5828438	1,6240275
0,1626	0,92136121	1,5833004	1,6236091
0,1628	0,92164135	1,5836294	1,6231823
0,163	0,9218154	1,5841479	1,6229284
0,1632	0,92198586	1,5845985	1,6225672
0,1634	0,92217541	1,5852387	1,6223395
0,1636	0,92224097	1,5856488	1,6219842
0,1638	0,92281437	1,5862603	1,6217017
0,164	0,92351055	1,5863593	1,6213596
0,1642	0,92411494	1,5863938	1,6211593
0,1644	0,92456198	1,5865798	1,6210687
0,1646	0,92499232	1,5865762	1,6208744
0,1648	0,92540121	1,5866466	1,6206539
0,165	0,92578268	1,5866632	1,6203713
0,1652	0,92621303	1,5868838	1,620028
0,1654	0,92646456	1,5869946	1,6196072
0,1656	0,92696166	1,5871603	1,619333
0,1658	0,92729902	1,5870614	1,6193044
0,166	0,9277699	1,5870829	1,6195011
0,1662	0,92828608	1,5868409	1,619556
0,1664	0,92808819	1,5864415	1,6197145
0,1666	0,92729187	1,586252	1,6199219
0,1668	0,92641091	1,5863128	1,6204083
0,167	0,92548466	1,5861292	1,6210258
0,1672	0,92462397	1,5859933	1,6216111
0,1674	0,92397189	1,5859027	1,6221297
0,1676	0,9233079	1,5857584	1,6225863
0,1678	0,92286563	1,5857513	1,6229796
0,168	0,92239594	1,5857322	1,623379
0,1682	0,92180228	1,5856678	1,623708
0,1684	0,92132425	1,5857549	1,6238344
0,1686	0,9205339	1,5856214	1,6239953
0,1688	0,92017865	1,5856833	1,6241443
0,169	0,92055416	1,585464	1,6244173
0,1692	0,92079616	1,5850813	1,624732
0,1694	0,92116332	1,5845759	1,6250777
0,1696	0,92120266	1,5843005	1,6254187
0,1698	0,92126703	1,5838404	1,6257727
0,17	0,92136478	1,5834911	1,6260505
0,1702	0,92144704	1,5832407	1,6263139
0,1704	0,9215138	1,5828462	1,6266167
0,1706	0,92158651	1,5823967	1,6270065
0,1708	0,92135763	1,5818353	1,627475
0,171	0,92130637	1,5812058	1,6281772
0,1712	0,92186546	1,5806158	1,6287804
0,1714	0,9223721	1,5798981	1,6288793
0,1716	0,92245078	1,5797336	1,6284537
0,1718	0,92239714	1,5801008	1,6276717
0,172	0,92244601	1,5804632	1,6269422
0,1722	0,92272258	1,5808613	1,6261268
0,1724	0,92286086	1,5814729	1,625452
0,1726	0,92279887	1,5818734	1,6248441
0,1728	0,92286325	1,5821798	1,6243601
0,173	0,92273092	1,5824647	1,6237748
0,1732	0,92268562	1,5829844	1,6233134
0,1734	0,92267132	1,58336	1,6228545
0,1736	0,92253542	1,5838737	1,6224051
0,1738	0,92241144	1,5843577	1,622076
0,174	0,9226284	1,5848477	1,6216028
0,1742	0,92333293	1,5851362	1,6212833
0,1744	0,92389679	1,585036	1,6210496
0,1746	0,92443919	1,5848167	1,6206741
0,1748	0,92490053	1,5847166	1,6202211
0,175	0,92528319	1,5846784	1,6198707
0,1752	0,92577791	1,5847344	1,6195405
0,1754	0,92622018	1,5847678	1,6192591
0,1756	0,92675781	1,5847678	1,6189027
0,1758	0,92714763	1,5847523	1,6185117
0,176	0,92688656	1,5847225	1,6184843
0,1762	0,92662668	1,5846987	1,6183174
0,1764	0,92633343	1,5846939	1,6186869
0,1766	0,92570162	1,5848238	1,6190302
0,1768	0,92478609	1,5851803	1,6191161
0,177	0,92394805	1,5858884	1,6192818
0,1772	0,92333651	1,5862603	1,6198361
0,1774	0,92270827	1,5864964	1,6204786
0,1776	0,92226601	1,5867145	1,62112
0,1778	0,92182612	1,5864022	1,6217291
0,178	0,92127299	1,58606	1,6222489
0,1782	0,92084742	1,5858765	1,6226852
0,1784	0,92031097	1,5856917	1,6232085
0,1786	0,91992354	1,5856452	1,6236496
0,1788	0,91964579	1,5859611	1,6242349
0,179	0,91922379	1,5861065	1,6246212
0,1792	0,91940975	1,5862615	1,6250968
0,1794	0,92001891	1,5858216	1,6256166
0,1796	0,92036223	1,5852339	1,6261017
0,1798	0,9206841	1,5847201	1,6264474
0,18	0,92070556	1,5844841	1,6270638
0,1802	0,92062092	1,5841205	1,6274488
0,1804	0,9207294	1,583627	1,6278481
0,1806	0,92131352	1,5832205	1,6283119
0,1808	0,92205262	1,5826995	1,6285741
0,181	0,92280006	1,5821512	1,6285312
0,1812	0,9234581	1,5815921	1,6280019
0,1814	0,92408752	1,5809209	1,6277611
0,1816	0,92485285	1,580245	1,6275597
0,1818	0,92488861	1,5796263	1,6273129
0,182	0,92477059	1,5797324	1,6271698
0,1822	0,92470622	1,5796943	1,6270208
0,1824	0,92456913	1,5796061	1,6270673
0,1826	0,92452979	1,5794892	1,6268981
0,1828	0,92435813	1,5793533	1,626792
0,183	0,92435098	1,5792818	1,6261899
0,1832	0,92427707	1,5794523	1,6256118
0,1834	0,92427945	1,5799851	1,6249764
0,1836	0,92411017	1,5806527	1,6242445
0,1838	0,9241662	1,5813656	1,6236544
0,184	0,92398024	1,5819628	1,6231465
0,1842	0,92402673	1,5824683	1,6226387
0,1844	0,92465138	1,5828986	1,622051
0,1846	0,92523909	1,5828581	1,6215408
0,1848	0,92586851	1,5828438	1,6209579
0,185	0,92645621	1,5828009	1,6205931
0,1852	0,92671847	1,5829451	1,6201007
0,1854	0,92650032	1,5829737	1,6197789
0,1856	0,92613316	1,5829916	1,6196871
0,1858	0,92584229	1,5831001	1,6201627
0,186	0,92565036	1,5830476	1,6204774
0,1862	0,92539048	1,5829654	1,6206872
0,1864	0,92526412	1,5828152	1,6209531
0,1866	0,92533922	1,5828748	1,6210806
0,1868	0,92515802	1,5826721	1,6212285
0,187	0,9244976	1,5830095	1,621331
0,1872	0,92381334	1,583627	1,6216385
0,1874	0,92335558	1,5841491	1,6218162
0,1876	0,92289066	1,5846474	1,6219139
0,1878	0,92241263	1,5850766	1,6220212
0,188	0,92200851	1,5854664	1,621902
0,1882	0,92156148	1,5859361	1,6217446
0,1884	0,92097735	1,5866001	1,6218388
0,1886	0,92050648	1,5867884	1,6220605
0,1888	0,92021203	1,5872283	1,6226494
0,189	0,92000103	1,5874751	1,6234672
0,1892	0,9194777	1,5874286	1,6240978
0,1894	0,91947293	1,5872939	1,6249311
0,1896	0,91963387	1,5869088	1,6257501
0,1898	0,92003679	1,5862257	1,6263998
0,19	0,92087483	1,5857596	1,6270447
0,1902	0,92169976	1,5853686	1,627351
0,1904	0,92256284	1,5851243	1,6274023
0,1906	0,9233079	1,5848286	1,6273367
0,1908	0,92387414	1,5843887	1,627239
0,191	0,92442727	1,5840383	1,6272366
0,1912	0,92494941	1,5837116	1,6271424
0,1914	0,92551565	1,5833373	1,6272187
0,1916	0,92606163	1,5828736	1,6272485
0,1918	0,9266386	1,5825636	1,6271305
0,192	0,92671728	1,5821416	1,6271031
0,1922	0,92654443	1,5821249	1,6269827
0,1924	0,92629647	1,582299	1,6269231
0,1926	0,92609382	1,5821798	1,6267645
0,1928	0,92588043	1,5820534	1,6265607
0,193	0,92582083	1,5819819	1,6263986
0,1932	0,92571354	1,5818686	1,6262686
0,1934	0,92569566	1,581691	1,6260719
0,1936	0,92582202	1,5815217	1,6258633
0,1938	0,925704	1,5813429	1,6258442
0,194	0,92571354	1,5813203	1,6257691
0,1942	0,92592454	1,5812416	1,6252708
0,1944	0,92568016	1,5812058	1,6245937
0,1946	0,92575884	1,5814252	1,6238582
0,1948	0,92593646	1,5813823	1,6231287
0,195	0,92582083	1,5814705	1,622839
0,1952	0,92567182	1,5817888	1,6229177
0,1954	0,92545247	1,5819342	1,62287
0,1956	0,92538571	1,5821083	1,6228473
0,1958	0,92526054	1,5821369	1,622752
0,196	0,92531657	1,5822537	1,6227043
0,1962	0,92523551	1,5822358	1,6225874
0,1964	0,92529631	1,5822239	1,6224658
0,1966	0,92529154	1,582305	1,6224372
0,1968	0,92537379	1,5822418	1,6225469
0,197	0,92530704	1,5820963	1,622622
0,1972	0,92496848	1,5821166	1,6226292
0,1974	0,92451787	1,5825362	1,6227531
0,1976	0,9238193	1,5828772	1,6228342
0,1978	0,92333531	1,5830798	1,6229296
0,198	0,92292881	1,5833862	1,6229963
0,1982	0,92251515	1,5835924	1,6230226
0,1984	0,9220562	1,5837545	1,6231489
0,1986	0,92158532	1,5841682	1,6232991
0,1988	0,92113471	1,5847452	1,6235948
0,199	0,92066264	1,5852113	1,6238153
0,1992	0,92066979	1,5858502	1,6241133
0,1994	0,92088199	1,5865059	1,6241693
0,1996	0,92132187	1,5872557	1,623826
0,1998	0,92224574	1,5877206	1,6234875
0,2	0,92347836	1,5876372	1,623354
0,2002	0,92431998	1,5875192	1,6235507
0,2004	0,92499471	1,5872521	1,6237438
0,2006	0,92545366	1,5867276	1,6239297
0,2008	0,92613435	1,5860565	1,62413
0,201	0,92657304	1,5854747	1,6243267
0,2012	0,92697954	1,5849395	1,6243804
0,2014	0,92734909	1,5843279	1,6244602
0,2016	0,92773294	1,5839	1,6244364
0,2018	0,92804646	1,5831656	1,6243887
0,202	0,92858768	1,5826054	1,6243958
0,2022	0,92890716	1,5819986	1,6243565
0,2024	0,92854834	1,5818245	1,6244078
0,2026	0,92815733	1,5820379	1,6243386
0,2028	0,92786884	1,5821559	1,6241968
0,203	0,92767692	1,5821321	1,624018
0,2032	0,92749929	1,5821929	1,6239178
0,2034	0,92751479	1,5822561	1,6237581
0,2036	0,92763758	1,5823765	1,6234601
0,2038	0,92746949	1,5824885	1,6233766
0,204	0,92692828	1,5825517	1,6232514
0,2042	0,92618084	1,5825279	1,6232979
0,2044	0,92553234	1,582684	1,6236007
0,2046	0,92467046	1,5827746	1,6241133
0,2048	0,92434382	1,5829296	1,6244984
0,205	0,92436767	1,5824134	1,6247261
0,2052	0,92458344	1,5818436	1,6251671
0,2054	0,92475152	1,5814455	1,6256905
0,2056	0,92480636	1,5809972	1,6257358
0,2058	0,92494106	1,5806813	1,6257513
0,206	0,92503762	1,5804036	1,6254389
0,2062	0,9250865	1,5804238	1,6252506
0,2064	0,92508531	1,5804667	1,6249764
0,2066	0,92516637	1,5807242	1,624856
0,2068	0,92511272	1,5807028	1,6245711
0,207	0,92533088	1,580462	1,6245651
0,2072	0,92563128	1,5804155	1,6244388
0,2074	0,92528081	1,5803916	1,6244173
0,2076	0,92473006	1,5809364	1,6245067
0,2078	0,92419243	1,5813441	1,6245425
0,208	0,92370009	1,581784	1,624608
0,2082	0,92286325	1,5819116	1,6247284
0,2084	0,92246747	1,5822716	1,6247654
0,2086	0,92246032	1,5823538	1,6249049
0,2088	0,9225843	1,5825434	1,6249049
0,209	0,92305279	1,5830333	1,624862
0,2092	0,92349863	1,5834863	1,6244411
0,2094	0,9239099	1,584024	1,6238379
0,2096	0,92406249	1,5844758	1,6236615
0,2098	0,92406726	1,5851278	1,6233921
0,21	0,92469907	1,5856047	1,6230893
0,2102	0,92552042	1,5858252	1,622808
0,2104	0,92625594	1,5859027	1,6225874
0,2106	0,92695093	1,5860171	1,6223156
0,2108	0,92731571	1,5861375	1,6218865
0,211	0,92776036	1,5862436	1,6214526
0,2112	0,92819428	1,5865166	1,621331
0,2114	0,92866158	1,5867646	1,6215408
0,2116	0,92900848	1,5868242	1,6217279
0,2118	0,92927432	1,5868206	1,6219687
0,212	0,9295783	1,5861816	1,6222024
0,2122	0,93004322	1,5853186	1,6223466
0,2124	0,93020296	1,5844913	1,6223621
0,2126	0,92987871	1,5839095	1,6223979
0,2128	0,9296689	1,5839214	1,6223967
0,213	0,92939591	1,5839047	1,622293
0,2132	0,92898107	1,5837939	1,6222572
0,2134	0,9283731	1,5836627	1,6221452
0,2136	0,92759585	1,5835328	1,6223276
0,2138	0,92696166	1,5835888	1,622858
0,214	0,92618442	1,5835531	1,6232753
0,2142	0,92555737	1,5835268	1,6234958
0,2144	0,92493987	1,5835364	1,6237438
0,2146	0,92445707	1,5835507	1,6239882
0,2148	0,92394567	1,5837593	1,6243935
0,215	0,92358565	1,5839167	1,624738
0,2152	0,92390513	1,5838916	1,6251493
0,2154	0,92420197	1,5833516	1,6253257
0,2156	0,92461205	1,5829189	1,6257429
0,2158	0,92471457	1,5824957	1,6261041
0,216	0,92486477	1,5820856	1,6264772
0,2162	0,92507577	1,5817339	1,6269159
0,2164	0,92508292	1,5812571	1,627183
0,2166	0,92519736	1,5807171	1,6274941
0,2168	0,92534041	1,5801723	1,6277802
0,217	0,92533445	1,5797694	1,6279566
0,2172	0,9254334	1,5790672	1,627655
0,2174	0,92551804	1,5787227	1,6275322
0,2176	0,92524862	1,5786476	1,6274452
0,2178	0,92464304	1,5790386	1,6272449
0,218	0,92435455	1,5797241	1,6270566
0,2182	0,92430925	1,5801234	1,6268039
0,2184	0,9246037	1,5804358	1,6263127
0,2186	0,92471218	1,5808649	1,6255939
0,2188	0,92492914	1,5813751	1,6249979
0,219	0,92505074	1,58184	1,6244447
0,2192	0,92522001	1,5822537	1,6239631
0,2194	0,92534041	1,5828104	1,6236973
0,2196	0,92550254	1,5831954	1,6233063
0,2198	0,92539167	1,5836711	1,6228938
0,22	0,92528081	1,5843697	1,622541
0,2202	0,92566228	1,5849097	1,6220999
0,2204	0,92647648	1,5850503	1,6217136
0,2206	0,92701411	1,5848238	1,6213667
0,2208	0,92765546	1,584707	1,6211617
0,221	0,92807984	1,5846295	1,6207373
0,2212	0,92841959	1,58462	1,620487
0,2214	0,92867351	1,5845425	1,6201007
0,2216	0,92912292	1,5845997	1,6197705
0,2218	0,92943525	1,5846307	1,619277
0,222	0,92970824	1,5846033	1,6188025
0,2222	0,92998242	1,5846426	1,6183209
0,2224	0,93029833	1,5847249	1,6179013
0,2226	0,93026257	1,5847249	1,6175508
0,2228	0,92971659	1,5848882	1,6175818
0,223	0,92861509	1,585191	1,6183257
0,2232	0,92774844	1,585712	1,6192806
0,2234	0,92698312	1,5857	1,6200376
0,2236	0,92634177	1,5854676	1,6206622
0,2238	0,92572546	1,5852304	1,6212857
0,224	0,92525935	1,5850837	1,6218233
0,2242	0,92486119	1,58516	1,6224682
0,2244	0,92441416	1,5852423	1,6230154
0,2246	0,92400289	1,5852661	1,6234851
0,2248	0,9236989	1,5853579	1,6239512
0,225	0,92326498	1,5856369	1,6244471
0,2252	0,92304325	1,5857525	1,6249168
0,2254	0,92317915	1,5858586	1,625365
0,2256	0,9236691	1,5856106	1,6257071
0,2258	0,92400408	1,5850503	1,6261053
0,226	0,92419481	1,584769	1,6264474
0,2262	0,92455602	1,5844603	1,6268325
0,2264	0,92468238	1,584142	1,627152
0,2266	0,92488503	1,5837224	1,6276026
0,2268	0,92495179	1,5834005	1,6279852
0,227	0,92494106	1,583056	1,6283858
0,2272	0,92546082	1,582566	1,62884
0,2274	0,92606282	1,5820177	1,6292715
0,2276	0,92686868	1,5814109	1,6293395
0,2278	0,92780447	1,5807028	1,6291511
0,228	0,92788076	1,5800316	1,6288817
0,2282	0,92756009	1,5799303	1,6286504
0,2284	0,92728233	1,5798028	1,6280901
0,2286	0,92711782	1,5792842	1,6275132
0,2288	0,92701292	1,5792449	1,6267526
0,229	0,92722392	1,5795441	1,626066
0,2292	0,92721677	1,5800614	1,6254246
0,2294	0,9271524	1,5805144	1,6249096
0,2296	0,92723823	1,5810282	1,6242397
0,2298	0,92718101	1,5814705	1,6238093
0,23	0,92712498	1,5819867	1,6232216
0,2302	0,92702961	1,5824969	1,6228116
0,2304	0,92703795	1,5831192	1,6223073
0,2306	0,92754698	1,5836484	1,6218042
0,2308	0,92829561	1,5836902	1,6214621
0,231	0,92880821	1,5836163	1,621033
0,2312	0,929322	1,5836294	1,6206086
0,2314	0,92969275	1,5838284	1,620146
0,2316	0,9301827	1,5839036	1,6196585
0,2318	0,93055344	1,5839942	1,6192257
0,232	0,93038297	1,5840144	1,618861
0,2322	0,93009567	1,5839393	1,6187572
0,2324	0,92974043	1,583813	1,6189909
0,2326	0,92934823	1,5836282	1,6193163
0,2328	0,92928147	1,5835137	1,6194558
0,233	0,92896199	1,5832729	1,6194975
0,2332	0,92800236	1,5833766	1,6195178
0,2334	0,92723584	1,5840025	1,6196191
0,2336	0,9265492	1,5845687	1,6195405
0,2338	0,92598653	1,5849419	1,6195047
0,234	0,9254775	1,5854425	1,6197777
