Data info
File name: C:\DEWESoft7\Data\Test_kastor_choco_2.d7d
Start time: 20/01/1980 07:28:21.614
Number of channels: 3
Sample rate: 5000
Store type: Toujours rapide


Data1

Time [s]	AI 0 [V]	AI 1 [V]	AI 2 [V]	
6,9794	4,1026483	4,3337326	4,1723347
6,9796	4,1028986	4,333827	4,1724634
6,9798	4,1031203	4,3337841	4,1723609
6,98	4,1030154	4,3338165	4,1723037
6,9802	4,1025743	4,3343134	4,172627
6,9804	4,1022215	4,3349295	4,1727033
6,9806	4,1018972	4,3353157	4,1728725
6,9808	4,1016445	4,3358727	4,1730824
6,981	4,1014252	4,3363266	4,1733375
6,9812	4,101119	4,3369622	4,173645
6,9814	4,1008902	4,3374104	4,1740537
6,9816	4,101356	4,3379278	4,174427
6,9818	4,1017804	4,3385286	4,1746082
6,982	4,1024146	4,3391352	4,1745105
6,9822	4,1029224	4,3399487	4,1741395
6,9824	4,1033683	4,3407021	4,1736212
6,9826	4,1044283	4,3413458	4,1733541
6,9828	4,1055131	4,3416319	4,1729298
6,983	4,1063795	4,3417578	4,1724553
6,9832	4,107183	4,3420572	4,1721311
6,9834	4,1078162	4,342298	4,1721582
6,9836	4,1081834	4,3425493	4,1723075
6,9838	4,1085396	4,3426285	4,1724753
6,984	4,1088352	4,3425531	4,1725898
6,9842	4,1089973	4,3418593	4,1726375
6,9844	4,1092587	4,3411083	4,1729274
6,9846	4,1096172	4,3406768	4,1730585
6,9848	4,1099939	4,3401237	4,1731014
6,985	4,1104088	4,3395977	4,1732278
6,9852	4,1101384	4,3393011	4,1731181
6,9854	4,1099534	4,3394179	4,1729608
6,9856	4,109808	4,3397408	4,1729212
6,9858	4,1099572	4,3398676	4,1726937
6,986	4,1099296	4,3400173	4,1725469
6,9862	4,1095471	4,3402967	4,1723275
6,9864	4,1089153	4,3405409	4,1721764
6,9866	4,1082287	4,3407865	4,17243
6,9868	4,1076193	4,3410788	4,1728663
6,987	4,1071377	4,3414478	4,1734433
6,9872	4,1066346	4,3417292	4,1737437
6,9874	4,1060162	4,3421202	4,1740918
6,9876	4,1057119	4,3425174	4,1743565
6,9878	4,1059923	4,3425617	4,1745701
6,988	4,1062236	4,3421526	4,1748633
6,9882	4,1064773	4,3417101	4,1752687
6,9884	4,1066265	4,3413	4,1755285
6,9886	4,1066322	4,3408022	4,1758361
6,9888	4,1066942	4,340416	4,1763916
6,989	4,1068602	4,3400235	4,1765537
6,9892	4,1069303	4,3397312	4,1763749
6,9894	4,1070628	4,3395071	4,1762495
6,9896	4,1072307	4,3394451	4,1759348
6,9898	4,1073966	4,3395147	4,1756868
6,99	4,1076217	4,339673	4,1754889
6,9902	4,1074405	4,3399172	4,1754818
6,9904	4,1068816	4,3402143	4,1754665
6,9906	4,1061769	4,3409691	4,1755214
6,9908	4,1058526	4,3418546	4,1756225
6,991	4,1061649	4,3425102	4,175662
6,9912	4,1065836	4,3432837	4,1757431
6,9914	4,106935	4,3439717	4,1756225
6,9916	4,1074085	4,3447666	4,1751018
6,9918	4,1078291	4,3454704	4,1746831
6,992	4,108232	4,3461843	4,1745653
6,9922	4,1085362	4,3469138	4,1742744
6,9924	4,1086268	4,3477087	4,174037
6,9926	4,1085777	4,3485527	4,1737547
6,9928	4,108932	4,3494329	4,1736221
6,993	4,1097198	4,349925	4,1733456
6,9932	4,1103635	4,349906	4,1732502
6,9934	4,1109681	4,3501682	4,1729689
6,9936	4,1112924	4,3503294	4,1725936
6,9938	4,1115069	4,350563	4,1724157
6,994	4,1116953	4,3507738	4,1720667
6,9942	4,1118741	4,3510814	4,1716075
6,9944	4,1120958	4,351768	4,1711535
6,9946	4,1125107	4,3521137	4,1706791
6,9948	4,1127086	4,3525858	4,1705432
6,995	4,1130114	4,3528147	4,1706586
6,9952	4,1136203	4,352941	4,1708722
6,9954	4,1133246	4,3528433	4,1710296
6,9956	4,1122565	4,3528266	4,1711297
6,9958	4,1113219	4,3529124	4,171268
6,996	4,1102538	4,353065	4,1717553
6,9962	4,1093621	4,3530569	4,1724491
6,9964	4,1086707	4,3531828	4,17313
6,9966	4,1079831	4,3533478	4,1737032
6,9968	4,1074095	4,35355	4,174222
6,997	4,106885	4,353754	4,1746559
6,9972	4,1063342	4,3538685	4,1750407
6,9974	4,1060004	4,3542604	4,1752863
6,9976	4,1054354	4,354598	4,1757059
6,9978	4,1051197	4,3549261	4,1760793
6,998	4,1052771	4,3553362	4,1764035
6,9982	4,1056037	4,3552933	4,176754
6,9984	4,1057277	4,3550282	4,1770244
6,9986	4,1059551	4,3548708	4,1771712
6,9988	4,105947	4,3548355	4,1775837
6,999	4,1058407	4,3547411	4,1778278
6,9992	4,105854	4,3545465	4,1784573
6,9994	4,1058683	4,3542938	4,1789055
6,9996	4,1059399	4,3539963	4,1792884
6,9998	4,1057181	4,3538637	4,1795673
7	4,1055832	4,3536787	4,1801333
7,0002	4,1061816	4,3533192	4,1807652
7,0004	4,1067529	4,3528423	4,1808715
7,0006	4,1067171	4,3525238	4,1807952
7,0008	4,106792	4,3527489	4,1801119
7,001	4,1069388	4,353313	4,1792073
7,0012	4,1069794	4,3541021	4,1784763
7,0014	4,1068959	4,3550615	4,1779447
7,0016	4,1069818	4,3558617	4,1774812
7,0018	4,1070137	4,3565159	4,1769409
7,002	4,1069698	4,3572979	4,1764894
7,0022	4,1069398	4,3579407	4,1760421
7,0024	4,1069541	4,3586011	4,1757431
7,0026	4,106885	4,3593435	4,1754198
7,0028	4,1066632	4,3601589	4,1752291
7,003	4,106729	4,3609877	4,1748538
7,0032	4,1072512	4,3616147	4,1745853
7,0034	4,1077695	4,3618021	4,1743493
7,0036	4,1081595	4,3618555	4,1740217
7,0038	4,1084337	4,3618889	4,1736522
7,004	4,1085324	4,3620234	4,173223
7,0042	4,1083465	4,3619032	4,1726494
7,0044	4,1084204	4,3619461	4,1721654
7,0046	4,1087375	4,3621836	4,1717863
7,0048	4,1088128	4,3622284	4,1715121
7,005	4,1083584	4,3624125	4,1712451
7,0052	4,1077814	4,3625555	4,1709995
7,0054	4,1072845	4,3627472	4,1712608
7,0056	4,1065559	4,3627257	4,1716218
7,0058	4,1052685	4,363143	4,1717019
7,006	4,1042528	4,3640585	4,1719069
7,0062	4,1033411	4,3649073	4,1723027
7,0064	4,1025791	4,36555	4,1729727
7,0066	4,1019511	4,3661623	4,1737309
7,0068	4,1014204	4,3665214	4,1744876
7,007	4,1007757	4,3665228	4,1751742
7,0072	4,1003761	4,3664379	4,1758718
7,0074	4,0999422	4,3666153	4,1766262
7,0076	4,0994892	4,3668528	4,1770759
7,0078	4,0989995	4,3670731	4,1775861
7,008	4,0983496	4,3672237	4,1780701
7,0082	4,098146	4,3673353	4,1784444
7,0084	4,0983868	4,3669682	4,1789141
7,0086	4,0984654	4,3663368	4,1792312
7,0088	4,098568	4,3659539	4,1796412
7,009	4,0984225	4,3653603	4,1800179
7,0092	4,0981364	4,3649335	4,1804209
7,0094	4,0980554	4,3645391	4,1808691
7,0096	4,098557	4,3641815	4,1812611
7,0098	4,0991125	4,3636723	4,1814795
7,01	4,0996633	4,363081	4,1815391
7,0102	4,1001296	4,3625841	4,1812124
7,0104	4,1006351	4,3618913	4,1808691
7,0106	4,1011701	4,3613715	4,1806483
7,0108	4,1010723	4,3607359	4,1803684
7,011	4,1007876	4,36061	4,1801333
7,0112	4,100481	4,3607397	4,1799965
7,0114	4,1001568	4,3605418	4,1800108
7,0116	4,100101	4,3604355	4,1800466
7,0118	4,0999913	4,3603258	4,179975
7,012	4,0998397	4,3601198	4,1794205
7,0122	4,0995049	4,360178	4,1788568
7,0124	4,0992785	4,3602924	4,1780972
7,0126	4,0988932	4,360723	4,1774297
7,0128	4,098743	4,3613763	4,1767025
7,013	4,0984735	4,3620377	4,1761994
7,0132	4,0981374	4,3625898	4,1754904
7,0134	4,0983663	4,3629227	4,1748953
7,0136	4,0987692	4,3626304	4,1741943
7,0138	4,0991054	4,3623762	4,1734505
7,014	4,0993428	4,3621082	4,1727757
7,0142	4,0990615	4,3619709	4,1721382
7,0144	4,0987539	4,3620996	4,1716781
7,0146	4,0982056	4,3619757	4,1714301
7,0148	4,0977144	4,3620024	4,1716614
7,015	4,097074	4,3618021	4,1719856
7,0152	4,0966115	4,3614969	4,1721296
7,0154	4,0962801	4,3613033	4,172194
7,0156	4,0960908	4,3610306	4,1723585
7,0158	4,0957856	4,3607597	4,1724181
7,016	4,094914	4,3604069	4,1725459
7,0162	4,0939531	4,360672	4,1726913
7,0164	4,0930877	4,3609304	4,1727901
7,0166	4,092339	4,3611584	4,1728354
7,0168	4,0916634	4,3613348	4,1729927
7,017	4,0909467	4,3615255	4,1730967
7,0172	4,0903854	4,3617687	4,1728616
7,0174	4,0898333	4,3620977	4,1729512
7,0176	4,089335	4,3624697	4,1733336
7,0178	4,0887237	4,3627687	4,1739821
7,018	4,0881739	4,362988	4,1747346
7,0182	4,0873766	4,3631072	4,1754746
7,0184	4,0869174	4,3629227	4,1761389
7,0186	4,0867243	4,3624992	4,1768289
7,0188	4,0869641	4,3618007	4,1775489
7,019	4,0873799	4,3610663	4,1780901
7,0192	4,0880609	4,3605862	4,1786504
7,0194	4,088521	4,3598204	4,1787314
7,0196	4,0888786	4,3591876	4,1783085
7,0198	4,0893445	4,3584676	4,1780233
7,02	4,0897393	4,3578739	4,1780996
7,0202	4,0900993	4,3571634	4,1779532
7,0204	4,0902052	4,3564377	4,1776576
7,0206	4,0902481	4,3557034	4,1775312
7,0208	4,0905414	4,3547673	4,1774812
7,021	4,0904331	4,3539352	4,1772914
7,0212	4,0898952	4,3533478	4,1771712
7,0214	4,0894341	4,3530521	4,1768599
7,0216	4,089005	4,3527994	4,1766229
7,0218	4,0886331	4,3525476	4,1764379
7,022	4,0883446	4,3522305	4,1763639
7,0222	4,0881157	4,3518286	4,1761851
7,0224	4,0877995	4,3515368	4,1760602
7,0226	4,0874777	4,3512802	4,17593
7,0228	4,0871153	4,3508453	4,1757011
7,023	4,086915	4,350503	4,1755366
7,0232	4,0867743	4,3501053	4,1751075
7,0234	4,0863562	4,3498082	4,1742506
7,0236	4,0859351	4,349638	4,1733112
7,0238	4,0856228	4,3490515	4,1722703
7,024	4,0850887	4,3486004	4,1716814
7,0242	4,0844641	4,3482475	4,1712832
7,0244	4,0839634	4,3479104	4,1710367
7,0246	4,0834737	4,3475695	4,1707802
7,0248	4,0830421	4,3472738	4,1706181
7,025	4,0826154	4,3468981	4,1705275
7,0252	4,0822124	4,3465433	4,1704264
7,0254	4,0819631	4,3461151	4,1703677
7,0256	4,0817175	4,3457584	4,1704297
7,0258	4,0815053	4,3454618	4,170548
7,026	4,0812016	4,344985	4,1703787
7,0262	4,0806446	4,344574	4,1704154
7,0264	4,079648	4,3445501	4,1704025
7,0266	4,0788341	4,3448777	4,1704979
7,0268	4,0780377	4,3449612	4,170536
7,027	4,0773735	4,3451996	4,1705885
7,0272	4,0767884	4,3453512	4,170754
7,0274	4,0762997	4,3454952	4,1708984
7,0276	4,0758133	4,3455405	4,1709485
7,0278	4,0751181	4,3458219	4,1711307
7,028	4,0742478	4,3460889	4,171288
7,0282	4,0740299	4,3462763	4,1714683
7,0284	4,0740108	4,3464441	4,1714253
7,0286	4,0741405	4,346796	4,1712799
7,0288	4,0747333	4,3470297	4,1708541
7,029	4,0754256	4,3467836	4,1704726
7,0292	4,0759573	4,3464799	4,1704416
7,0294	4,0765152	4,3460746	4,170506
7,0296	4,0768552	4,3455763	4,1706729
7,0298	4,0771675	4,344614	4,1707182
7,03	4,0772853	4,3434329	4,1706657
7,0302	4,0774784	4,3424349	4,1705799
7,0304	4,0775394	4,341527	4,1706157
7,0306	4,0777645	4,340704	4,1705203
7,0308	4,0776739	4,339859	4,1703868
7,031	4,0778861	4,3391628	4,1702642
7,0312	4,0780377	4,3383069	4,1701379
7,0314	4,0774632	4,3375106	4,1699648
7,0316	4,0768409	4,3372545	4,1698122
7,0318	4,0763617	4,3370099	4,1695085
7,032	4,0760813	4,3366938	4,1691723
7,0322	4,075563	4,3363733	4,1688766
7,0324	4,0752993	4,3360634	4,1685605
7,0326	4,0751052	4,3358049	4,168128
7,0328	4,0746593	4,3354158	4,167757
7,033	4,0739679	4,3351469	4,1674008
7,0332	4,0728498	4,3347235	4,1670456
7,0334	4,0718112	4,3343658	4,167006
7,0336	4,0705633	4,3340883	4,1672659
7,0338	4,0695834	4,3337817	4,1673913
7,034	4,0694246	4,3332081	4,1673388
7,0342	4,0691195	4,3321905	4,1675138
7,0344	4,0688357	4,3314247	4,1679931
7,0346	4,0686688	4,3306751	4,1680326
7,0348	4,0682387	4,3299837	4,1677084
7,035	4,0678358	4,3293185	4,167315
7,0352	4,0675807	4,3287129	4,1668501
7,0354	4,0673971	4,328433	4,1664529
7,0356	4,0672755	4,3284397	4,1659989
7,0358	4,0670428	4,3281956	4,1655755
7,036	4,0667701	4,327795	4,1651464
7,0362	4,0667176	4,3274145	4,16502
7,0364	4,0662575	4,3269224	4,1647997
7,0366	4,065311	4,3268104	4,164535
7,0368	4,0644631	4,3269773	4,1644659
7,037	4,0637207	4,3270283	4,1643667
7,0372	4,0628934	4,3271537	4,164187
7,0374	4,0620685	4,3273587	4,1642404
7,0376	4,061923	4,3274813	4,1643467
7,0378	4,0619693	4,3277578	4,1642442
7,038	4,0620122	4,3278704	4,1640487
7,0382	4,0621114	4,3281918	4,1634369
7,0384	4,0620732	4,3284855	4,1628232
7,0386	4,0620241	4,3288202	4,1624584
7,0388	4,0617356	4,3293028	4,161972
7,039	4,0618777	4,3298383	4,1616168
7,0392	4,0623722	4,3301544	4,1612315
7,0394	4,0627489	4,329937	4,1608777
7,0396	4,0630565	4,3299303	4,1603889
7,0398	4,0632424	4,3299336	4,1599321
7,04	4,0635037	4,3299656	4,1594195
7,0402	4,0635037	4,3297954	4,1589475
7,0404	4,0634975	4,329905	4,1589441
7,0406	4,0636334	4,3298731	4,1588497
7,0408	4,0635667	4,3297634	4,1590586
7,041	4,0636659	4,3294249	4,1592193
7,0412	4,0638113	4,3283911	4,1593471
7,0414	4,0640402	4,3275461	4,1594877
7,0416	4,0636301	4,3266659	4,159421
7,0418	4,0630994	4,3264098	4,1593733
7,042	4,0626607	4,3263454	4,1592088
7,0422	4,0619574	4,3261681	4,1589451
7,0424	4,0611253	4,3260736	4,1588392
7,0426	4,0600643	4,3259153	4,1588702
7,0428	4,0591168	4,3258123	4,1590776
7,043	4,058032	4,3256693	4,1595936
7,0432	4,0570197	4,3254848	4,1597867
7,0434	4,056201	4,3253512	4,1599631
7,0436	4,055439	4,3253345	4,1600704
7,0438	4,0544782	4,3252401	4,160141
7,044	4,0535903	4,3251843	4,1602302
7,0442	4,053236	4,3249316	4,1601992
7,0444	4,0532732	4,3240733	4,1602983
7,0446	4,0531874	4,3234487	4,1603732
7,0448	4,05305	4,3228493	4,1605701
7,045	4,0529547	4,3222899	4,1606641
7,0452	4,0528545	4,321764	4,1609597
7,0454	4,0526772	4,3212194	4,1609955
7,0456	4,0524921	4,3204899	4,1613212
7,0458	4,0523419	4,3199167	4,1616988
7,046	4,0520654	4,3193398	4,1617861
7,0462	4,0518928	4,3186884	4,1616669
7,0464	4,0516672	4,3181019	4,1614738
7,0466	4,0511951	4,3176408	4,1611886
7,0468	4,050561	4,3176155	4,1610861
7,047	4,0502439	4,3183622	4,1608205
7,0472	4,0501618	4,3190689	4,1606727
7,0474	4,0501642	4,3193574	4,1602898
7,0476	4,0502534	4,319839	4,1595378
7,0478	4,0501094	4,3200917	4,1587257
7,048	4,0501533	4,3204145	4,1582789
7,0482	4,0500307	4,3206911	4,1576734
7,0484	4,0498614	4,3210621	4,1572847
7,0486	4,0497255	4,3214636	4,1567531
7,0488	4,0496192	4,3220291	4,1563764
7,049	4,0493917	4,3224187	4,156045
7,0492	4,049264	4,3229361	4,1555524
7,0494	4,0498424	4,3232961	4,1552353
7,0496	4,0502868	4,3230705	4,1547966
7,0498	4,0506315	4,3228416	4,1544166
7,05	4,0507412	4,3226833	4,1541448
7,0502	4,0508757	4,322557	4,1538334
7,0504	4,0508947	4,3226428	4,1536164
7,0506	4,0507889	4,3226833	4,1532588
7,0508	4,0509663	4,322762	4,152925
7,051	4,0510464	4,3228145	4,1526461
7,0512	4,0514026	4,3229313	4,1521955
7,0514	4,0516734	4,3230276	4,1516376
7,0516	4,051405	4,322999	4,1509485
7,0518	4,0507922	4,3230228	4,1509809
7,052	4,0495849	4,3231373	4,1512909
7,0522	4,04842	4,3235488	4,1521215
7,0524	4,0472469	4,3238287	4,1529489
7,0526	4,0463338	4,3234677	4,1537046
7,0528	4,045496	4,3231936	4,1541948
7,053	4,0446901	4,3230457	4,1548085
7,0532	4,0440187	4,322948	4,1553497
7,0534	4,0433431	4,3228598	4,1558194
7,0536	4,0425563	4,3226953	4,1561594
7,0538	4,0421019	4,3226824	4,1564431
7,054	4,0412459	4,3224735	4,1566777
7,0542	4,040514	4,3225141	4,1571474
7,0544	4,0402412	4,3226986	4,1574383
7,0546	4,0402517	4,3224115	4,1578236
7,0548	4,0403924	4,3219738	4,1582217
7,055	4,0404892	4,3216128	4,1585875
7,0552	4,0402756	4,3212981	4,1589203
7,0554	4,0401793	4,3208008	4,1592112
7,0556	4,0399599	4,3204603	4,1595521
7,0558	4,0397549	4,3197985	4,1599965
7,056	4,0393076	4,3192396	4,1604295
7,0562	4,0393791	4,3187103	4,1608443
7,0564	4,0397882	4,3181286	4,1610336
7,0566	4,0403962	4,3173943	4,1612711
7,0568	4,0411148	4,3166142	4,1610565
7,057	4,0411458	4,3156824	4,160675
7,0572	4,0408072	4,3151722	4,160687
7,0574	4,0403128	4,3151264	4,1602316
7,0576	4,0401111	4,3149672	4,1598191
7,0578	4,0400252	4,3148656	4,1591229
7,058	4,039906	4,3149405	4,1585088
7,0582	4,0397835	4,3153496	4,1579342
7,0584	4,0396023	4,3160734	4,1573467
7,0586	4,0394673	4,3166609	4,1567993
7,0588	4,0392542	4,3170795	4,156239
7,059	4,0389762	4,3176432	4,1557779
7,0592	4,0387163	4,3181334	4,1552343
7,0594	4,0384007	4,3187885	4,1548753
7,0596	4,0387917	4,3192573	4,1545191
7,0598	4,0392623	4,3193288	4,1540542
7,06	4,0397048	4,3191891	4,1537547
7,0602	4,0399218	4,3192129	4,1533899
7,0604	4,0401697	4,3191977	4,1529646
7,0606	4,0405164	4,3191762	4,152576
7,0608	4,0404973	4,3192587	4,1523218
7,061	4,0402031	4,319293	4,1519775
7,0612	4,0396714	4,3193049	4,1518664
7,0614	4,0391622	4,3192573	4,1520619
7,0616	4,038763	4,3191166	4,1525984
7,0618	4,0382729	4,3190808	4,1531148
7,062	4,0380144	4,3189425	4,1534009
7,0622	4,0371833	4,3188553	4,1537166
7,0624	4,0361795	4,3191619	4,153986
7,0626	4,0353298	4,3197126	4,1540813
7,0628	4,0346084	4,3202791	4,154171
7,063	4,033947	4,320776	4,1543651
7,0632	4,0332613	4,3211884	4,1548252
7,0634	4,0326629	4,3215237	4,1554203
7,0636	4,0320563	4,321763	4,1562605
7,0638	4,0315294	4,3216925	4,157021
7,064	4,0308223	4,3213506	4,1576924
7,0642	4,030242	4,3208117	4,1583266
7,0644	4,0295539	4,3207021	4,1588855
7,0646	4,0293107	4,3207688	4,1595888
7,0648	4,0296292	4,3206377	4,1601872
7,065	4,0298042	4,3199368	4,1609955
7,0652	4,0297484	4,3191795	4,1613832
7,0654	4,029635	4,3186197	4,1622472
7,0656	4,0298519	4,3179779	4,1627231
7,0658	4,030324	4,3174896	4,1632333
7,066	4,0308938	4,3169937	4,1634645
7,0662	4,0313849	4,316555	4,1634574
7,0664	4,0319133	4,3160124	4,1632104
7,0666	4,0322361	4,3153934	4,1631832
7,0668	4,0324316	4,3147545	4,1632128
7,067	4,0328226	4,3141155	4,1632223
7,0672	4,0328059	4,3133802	4,1632771
7,0674	4,0323281	4,3127723	4,1632152
7,0676	4,0319023	4,3128247	4,1632938
7,0678	4,0314946	4,3125277	4,1633072
7,068	4,0310965	4,312356	4,1633406
7,0682	4,0308499	4,3119459	4,1632056
7,0684	4,0305376	4,3115253	4,1632915
7,0686	4,0303597	4,3112926	4,1633525
7,0688	4,0301251	4,310935	4,1631818
7,069	4,0297732	4,3105202	4,1627169
7,0692	4,0295863	4,310245	4,1621246
7,0694	4,0292463	4,310358	4,1613855
7,0696	4,0288806	4,3106709	4,1607904
7,0698	4,0288839	4,311182	4,1600981
7,07	4,029398	4,3114834	4,1595197
7,0702	4,0296421	4,3110189	4,1590514
7,0704	4,0293407	4,3107681	4,1585364
7,0706	4,0289474	4,3106394	4,158236
7,0708	4,0284085	4,3104763	4,1583242
7,071	4,0279732	4,3102164	4,1587725
7,0712	4,0276599	4,3101377	4,1590142
7,0714	4,0272999	4,3098373	4,1592908
7,0716	4,0270195	4,3095522	4,1596403
7,0718	4,0266953	4,3092375	4,1598034
7,072	4,0263186	4,3089862	4,1600695
7,0722	4,0263152	4,3086729	4,1603994
7,0724	4,0255842	4,3083344	4,1605868
7,0726	4,0247545	4,3084059	4,1608372
7,0728	4,0240679	4,3087845	4,1611195
7,073	4,0233755	4,3089981	4,1614952
7,0732	4,022913	4,3091164	4,1617775
7,0734	4,0222416	4,3091402	4,162127
7,0736	4,0217638	4,3092103	4,162344
7,0738	4,02107	4,3094263	4,1626468
7,074	4,0204725	4,3095727	4,1628885
7,0742	4,0198827	4,3097	4,1629019
7,0744	4,0193138	4,3102164	4,1633239
7,0746	4,0185199	4,3104644	4,1640272
7,0748	4,0179453	4,310853	4,1648197
7,075	4,0185366	4,3110819	4,1658497
7,0752	4,019351	4,310895	4,1667285
7,0754	4,0201354	4,3098683	4,1673031
7,0756	4,0208158	4,3088717	4,1674795
7,0758	4,0212307	4,3079228	4,1676044
7,076	4,0217042	4,3071861	4,1678572
7,0762	4,0221286	4,3063755	4,1679873
7,0764	4,0224824	4,3054638	4,1681256
7,0766	4,0227365	4,3046312	4,1683435
7,0768	4,0228257	4,3035898	4,1684642
7,077	4,023056	4,3026752	4,1684046
7,0772	4,0232549	4,3016334	4,1684675
7,0774	4,0235066	4,300756	4,16855
7,0776	4,0230784	4,2999406	4,1685772
7,0778	4,0226302	4,299521	4,168725
7,078	4,0221667	4,2993507	4,1686583
7,0782	4,0215468	4,2990012	4,1686645
7,0784	4,0210447	4,2987366	4,1687026
7,0786	4,0208325	4,2983894	4,1686392
7,0788	4,0206752	4,2979822	4,1686358
7,079	4,0204406	4,297801	4,1685009
7,0792	4,0201735	4,297472	4,1683888
7,0794	4,0199504	4,2970066	4,1681948
7,0796	4,0192947	4,2966204	4,1680923
7,0798	4,0183878	4,2962704	4,1681552
7,08	4,0175581	4,2960806	4,1683769
7,0802	4,0172515	4,2955871	4,1688204
7,0804	4,016993	4,2946286	4,1692233
7,0806	4,0168033	4,2936773	4,168942
7,0808	4,0163908	4,2931004	4,1688991
7,081	4,0161977	4,2927165	4,1686883
7,0812	4,0160284	4,2928133	4,1686954
7,0814	4,0158353	4,2925625	4,1687393
7,0816	4,0156579	4,2922955	4,1686678
7,0818	4,015553	4,2919474	4,1686859
7,082	4,0152893	4,291584	4,1688251
7,0822	4,0150476	4,2910633	4,1689363
7,0824	4,0149889	4,2906613	4,1690755
7,0826	4,014729	4,2901239	4,1691937
7,0828	4,0136585	4,2897291	4,1692972
7,083	4,0129662	4,2898378	4,1694298
7,0832	4,0122519	4,2898746	4,1697574
7,0834	4,0116119	4,2899733	4,1700244
7,0836	4,0110025	4,2898769	4,1703238
7,0838	4,0102944	4,2897172	4,1705823
7,084	4,0094194	4,2897425	4,1707563
7,0842	4,0088019	4,2893429	4,1708517
7,0844	4,0088487	4,2892022	4,1711226
7,0846	4,0088344	4,2892952	4,1712608
7,0848	4,009119	4,2893286	4,1711926
7,085	4,0091429	4,2894917	4,1708398
7,0852	4,0093503	4,2897253	4,1705241
7,0854	4,0100894	4,2897854	4,1702127
7,0856	4,0107822	4,2892294	4,1698647
7,0858	4,01126	4,2889051	4,1695871
7,086	4,0116391	4,288703	4,1696787
7,0862	4,0118275	4,2883806	4,1701236
7,0864	4,0120349	4,2881746	4,1704845
7,0866	4,0122271	4,2875285	4,1709175
7,0868	4,0121636	4,2865162	4,1712284
7,087	4,0122461	4,2853994	4,1716018
7,0872	4,0124736	4,2844625	4,1718855
7,0874	4,0125346	4,2835455	4,1721535
7,0876	4,0126905	4,2824392	4,1723847
7,0878	4,0124688	4,2813559	4,1725388
7,088	4,0118885	4,2806764	4,172473
7,0882	4,0112162	4,2802677	4,1723704
7,0884	4,0108562	4,279788	4,1724243
7,0886	4,0105352	4,2792077	4,1723695
7,0888	4,0102553	4,2786674	4,1720548
7,089	4,0096555	4,2781062	4,1719532
7,0892	4,0085444	4,277566	4,1718307
7,0894	4,0075407	4,2771254	4,1720891
7,0896	4,006444	4,276597	4,1725745
7,0898	4,0054879	4,2759523	4,1732287
7,09	4,0046272	4,2754822	4,1735196
7,0902	4,003911	4,2750878	4,1738486
7,0904	4,0036583	4,2748032	4,1742277
7,0906	4,003583	4,2739172	4,1744699
7,0908	4,0035758	4,272934	4,1747499
7,091	4,0036259	4,2719059	4,1751637
7,0912	4,0036259	4,2709932	4,1755795
7,0914	4,0035806	4,2700014	4,1762223
7,0916	4,0034294	4,2691498	4,1763725
7,0918	4,003284	4,2682858	4,1763391
7,092	4,0031838	4,2674441	4,1760602
7,0922	4,0030227	4,2667255	4,1759109
7,0924	4,0029464	4,2660913	4,1755676
7,0926	4,0028858	4,2658024	4,1755414
7,0928	4,0028405	4,2652302	4,1755462
7,093	4,002162	4,2646546	4,17555
7,0932	4,0010357	4,2645321	4,1756225
7,0934	4,0001082	4,2645736	4,1755104
7,0936	3,9997003	4,2645559	4,1755047
7,0938	3,9993773	4,2643971	4,1755881
7,094	3,9994357	4,264308	4,1754436
7,0942	3,9994202	4,2641478	4,1750693
7,0944	3,9994142	4,2642231	4,1745176
7,0946	3,9995263	4,2642241	4,1741729
7,0948	3,9993558	4,2642946	4,1737118
7,095	3,9992187	4,2643447	4,1735735
7,0952	3,9987848	4,2644639	4,1731634
7,0954	3,9986656	4,2645402	4,1728425
7,0956	3,9991281	4,2644925	4,1725755
7,0958	3,9995525	4,2639475	4,1723347
7,096	4,0000367	4,2632909	4,1719451
7,0962	4,0001783	4,2627726	4,171629
7,0964	4,000412	4,2622633	4,17133
7,0966	4,0004325	4,2617617	4,170927
7,0968	4,0005326	4,2612581	4,1706038
7,097	4,0004501	4,2607746	4,1700258
7,0972	4,0006876	4,2602758	4,1695132
7,0974	4,0007315	4,2598672	4,1693473
7,0976	4,0006838	4,2593775	4,1694713
7,0978	4,0009556	4,2587919	4,1696382
7,098	4,0011249	4,2580004	4,1698241
7,0982	4,0003633	4,2572289	4,1698861
7,0984	3,9992449	4,2565794	4,1700435
7,0986	3,9979539	4,256175	4,1702142
7,0988	3,9967773	4,2557807	4,170753
7,099	3,9958165	4,2554398	4,1714063
7,0992	3,9950309	4,2550011	4,1718497
7,0994	3,9941022	4,2544956	4,1722479
7,0996	3,9933834	4,2539911	4,1727304
7,0998	3,9927206	4,2537365	4,1731954
7,1	3,9919004	4,2534046	4,1734052
7,1002	3,9913998	4,2531424	4,1737127
7,1004	3,9906261	4,2529173	4,1740775
7,1006	3,9902661	4,2526798	4,1742506
7,1008	3,9904723	4,2520971	4,174551
7,101	3,9904401	4,2511482	4,1749501
7,1012	3,9904997	4,250246	4,1751637
7,1014	3,9904246	4,2492943	4,1754794
7,1016	3,9902029	4,2484422	4,1757097
7,1018	3,9902196	4,2477579	4,1760674
7,102	3,9899621	4,2467432	4,1762877
7,1022	3,9897451	4,246027	4,1767254
7,1024	3,9896903	4,245121	4,1769528
